,Open,High,Low,Close,Adj Close,Volume
2016-11-17,116.8499984741211,117.77999877929688,116.61000061035156,117.76000213623047,111.6411361694336,20598600
2016-11-18,117.9000015258789,118.0999984741211,117.20999908447266,117.31999969482422,111.22399139404297,16428700
2016-11-21,117.61000061035156,118.6500015258789,117.56999969482422,118.54000091552734,112.38059997558594,20268500
2016-11-22,119.01000213623047,119.19000244140625,118.61000061035156,118.9000015258789,112.7219009399414,18850600
2016-11-23,118.51000213623047,118.63999938964844,117.9000015258789,118.41999816894531,112.26685333251953,22926000
2016-11-25,118.55999755859375,118.8499984741211,118.41999816894531,118.80000305175781,112.62708282470703,7162800
2016-11-28,118.6500015258789,119.08000183105469,118.41000366210938,118.52999877929688,112.37113952636719,13479000
2016-11-29,118.63999938964844,119.51000213623047,118.30000305175781,118.94000244140625,112.75981140136719,18553000
2016-11-30,119.08999633789062,119.12999725341797,117.45999908447266,117.5,111.39463806152344,30405300
2016-12-01,117.45999908447266,117.47000122070312,115.29000091552734,115.47000122070312,109.47013092041016,39796600
2016-12-02,115.54000091552734,116.16000366210938,115.22000122070312,115.69999694824219,109.68817138671875,32876800
2016-12-05,116.30000305175781,117.05999755859375,115.7699966430664,116.5999984741211,110.54141235351562,21419700
2016-12-06,116.93000030517578,117.08000183105469,116.38999938964844,116.87999725341797,110.806884765625,27293300
2016-12-07,116.63999938964844,118.51000213623047,116.29000091552734,118.36000061035156,112.2099609375,26622400
2016-12-08,118.41000366210938,118.87000274658203,118.18000030517578,118.56999969482422,112.4090347290039,18578400
2016-12-09,119.01000213623047,119.54000091552734,119.0,119.5,113.29071044921875,21863100
2016-12-12,118.97000122070312,119.20999908447266,118.47000122070312,118.95999908447266,112.77877807617188,23259300
2016-12-13,119.31999969482422,121.11000061035156,119.31999969482422,120.45999908447266,114.2008285522461,54477900
2016-12-14,120.61000061035156,121.0,119.86000061035156,120.20999908447266,113.96383666992188,28746000
2016-12-15,120.37000274658203,121.11000061035156,120.08000183105469,120.4000015258789,114.14396667480469,22762300
2016-12-16,120.33999633789062,120.58000183105469,119.36000061035156,119.5999984741211,113.72084045410156,26283900
2016-12-19,119.72000122070312,120.83000183105469,119.55000305175781,120.08999633789062,114.18675231933594,21138700
2016-12-20,120.47000122070312,120.7699966430664,120.33000183105469,120.55000305175781,114.6241226196289,11461800
2016-12-21,120.5999984741211,120.68000030517578,120.19000244140625,120.45999908447266,114.5385513305664,7079300
2016-12-22,120.47000122070312,120.5,119.6500015258789,120.12000274658203,114.21526336669922,16645000
2016-12-23,119.91999816894531,120.25,119.80999755859375,120.19999694824219,114.29134368896484,9007500
2016-12-27,120.45999908447266,121.5199966430664,120.41000366210938,120.81999969482422,114.8808822631836,16110600
2016-12-28,121.08000183105469,121.19000244140625,119.80000305175781,119.87999725341797,113.98706817626953,17975200
2016-12-29,119.8499984741211,120.12999725341797,119.33000183105469,119.70999908447266,113.8254165649414,13267500
2016-12-30,119.94000244140625,119.94999694824219,118.13999938964844,118.4800033569336,112.65589904785156,41749000
2017-01-03,119.2699966430664,119.98999786376953,118.88999938964844,119.54000091552734,113.66377258300781,22307600
2017-01-04,119.66999816894531,120.41000366210938,119.66000366210938,120.19000244140625,114.28184509277344,19749100
2017-01-05,120.0999984741211,120.94999694824219,120.0999984741211,120.87000274658203,114.92839050292969,20644300
2017-01-06,121.0,122.25,120.69000244140625,121.93000030517578,115.93629455566406,24074300
2017-01-09,122.02999877929688,122.55000305175781,121.94999694824219,122.33000183105469,116.3166275024414,18909200
2017-01-10,122.37999725341797,122.97000122070312,122.0999984741211,122.5999984741211,116.57335662841797,16176600
2017-01-11,122.6500015258789,122.93000030517578,122.0199966430664,122.93000030517578,116.88714599609375,20686000
2017-01-12,122.48999786376953,122.81999969482422,121.5999984741211,122.73999786376953,116.70646667480469,19622500
2017-01-13,122.80000305175781,123.37000274658203,122.80000305175781,123.16000366210938,117.10586547851562,16930800
2017-01-17,122.83999633789062,123.02999877929688,122.43000030517578,122.79000091552734,116.75401306152344,14538500
2017-01-18,122.97000122070312,123.16000366210938,122.66000366210938,123.04000091552734,116.99173736572266,12499700
2017-01-19,123.22000122070312,123.6500015258789,122.72000122070312,122.9800033569336,116.93470001220703,12710700
2017-01-20,123.5199966430664,123.83000183105469,122.91999816894531,123.25,117.1914291381836,22091000
2017-01-23,123.16999816894531,123.52999877929688,122.56999969482422,123.3499984741211,117.28651428222656,17434200
2017-01-24,123.58999633789062,124.37000274658203,123.37999725341797,124.18000030517578,118.0757064819336,17640900
2017-01-25,124.95999908447266,125.45999908447266,124.8499984741211,125.43000030517578,119.26426696777344,15036200
2017-01-26,125.5999984741211,125.81999969482422,125.33999633789062,125.55999755859375,119.38785552978516,16052200
2017-01-27,125.83000183105469,125.91999816894531,125.38999938964844,125.80000305175781,119.61607360839844,15053000
2017-01-30,125.37999725341797,125.37999725341797,124.12999725341797,124.81999969482422,118.68424224853516,25006700
2017-01-31,124.37999725341797,124.5999984741211,123.8499984741211,124.56999969482422,118.446533203125,19091100
2017-02-01,125.44999694824219,125.68000030517578,124.86000061035156,125.43000030517578,119.26426696777344,22861900
2017-02-02,125.20999908447266,125.69999694824219,124.86000061035156,125.31999969482422,119.15966796875,15101400
2017-02-03,125.44999694824219,125.80999755859375,125.33000183105469,125.68000030517578,119.50196838378906,16957200
2017-02-06,125.47000122070312,125.8499984741211,125.3499984741211,125.83000183105469,119.64458465576172,11630100
2017-02-07,126.08999633789062,126.55000305175781,125.97000122070312,126.29000091552734,120.08194732666016,17541100
2017-02-08,126.12000274658203,126.68000030517578,125.87999725341797,126.5,120.28166961669922,12569100
2017-02-09,126.62999725341797,127.23999786376953,126.55999755859375,126.95999908447266,120.71903228759766,17542700
2017-02-10,127.23999786376953,127.55999755859375,127.0199966430664,127.37999725341797,121.1183853149414,13915700
2017-02-13,127.7699966430664,128.25999450683594,127.72000122070312,128.10000610351562,121.80299377441406,19120200
2017-02-14,128.14999389648438,128.5399932861328,127.73999786376953,128.52999877929688,122.21186828613281,16333500
2017-02-15,128.44000244140625,129.35000610351562,128.3699951171875,129.2899932861328,122.93450164794922,17891400
2017-02-16,129.3699951171875,129.6300048828125,128.9199981689453,129.25,122.89649200439453,15098300
2017-02-17,129.05999755859375,129.82000732421875,129.0399932861328,129.80999755859375,123.42892456054688,15563700
2017-02-21,130.05999755859375,130.52999877929688,129.99000549316406,130.4499969482422,124.0374755859375,18479600
2017-02-22,130.3300018310547,130.58999633789062,130.11000061035156,130.5,124.08499908447266,12110900
2017-02-23,130.6999969482422,130.6999969482422,129.49000549316406,130.00999450683594,123.61912536621094,17489000
2017-02-24,129.4199981689453,130.25999450683594,129.3800048828125,130.25999450683594,123.8568344116211,18624500
2017-02-27,130.02000427246094,130.42999267578125,129.8000030517578,130.4199981689453,124.00894165039062,12008700
2017-02-28,130.38999938964844,130.4499969482422,129.66000366210938,130.02000427246094,123.62861633300781,16598600
2017-03-01,130.85000610351562,131.67999267578125,130.60000610351562,131.44000244140625,124.97882080078125,25813800
2017-03-02,131.41000366210938,131.42999267578125,130.6199951171875,130.77999877929688,124.35124969482422,19951400
2017-03-03,130.69000244140625,131.05999755859375,130.33999633789062,131.02000427246094,124.5794677734375,13722700
2017-03-06,130.58999633789062,130.9499969482422,130.2100067138672,130.72999572753906,124.3037109375,12026200
2017-03-07,130.47000122070312,131.0800018310547,130.27999877929688,130.50999450683594,124.09454345703125,15500900
2017-03-08,130.58999633789062,131.14999389648438,130.4600067138672,130.74000549316406,124.3132553100586,15776000
2017-03-09,130.7100067138672,131.02000427246094,130.13999938964844,130.83999633789062,124.40830993652344,20855300
2017-03-10,131.44000244140625,131.60000610351562,130.82000732421875,131.38999938964844,124.93126678466797,21922600
2017-03-13,131.33999633789062,131.63999938964844,131.27000427246094,131.61000061035156,125.1404800415039,10731600
2017-03-14,131.30999755859375,131.36000061035156,130.75999450683594,131.2899932861328,124.83617401123047,14019700
2017-03-15,131.55999755859375,132.41000366210938,131.13999938964844,132.10000610351562,125.60639190673828,22709100
2017-03-16,132.35000610351562,132.35000610351562,131.7100067138672,132.00999450683594,125.52079010009766,18457300
2017-03-17,131.89999389648438,132.0399932861328,131.6199951171875,131.69000244140625,125.47696685791016,21234500
2017-03-20,131.64999389648438,132.11000061035156,131.4600067138672,131.80999755859375,125.5912857055664,10105200
2017-03-21,132.30999755859375,132.42999267578125,129.72999572753906,129.80999755859375,123.6856689453125,35841900
2017-03-22,129.85000610351562,130.82000732421875,129.67999267578125,130.69000244140625,124.52416229248047,29177900
2017-03-23,130.52000427246094,130.8800048828125,130.13999938964844,130.36000061035156,124.20972442626953,20311700
2017-03-24,130.77999877929688,131.2899932861328,130.1300048828125,130.6300048828125,124.46700286865234,22967600
2017-03-27,129.6999969482422,131.07000732421875,129.39999389648438,130.83999633789062,124.66706085205078,18472400
2017-03-28,130.83999633789062,132.02999877929688,130.5500030517578,131.63999938964844,125.42931365966797,23721900
2017-03-29,131.72999572753906,132.3000030517578,131.58999633789062,132.25,126.01055908203125,13710000
2017-03-30,132.1999969482422,132.61000061035156,132.0800018310547,132.47000122070312,126.22016906738281,16092400
2017-03-31,132.27999877929688,132.74000549316406,132.1300048828125,132.3800048828125,126.13441467285156,19841400
2017-04-03,132.49000549316406,132.80999755859375,131.55999755859375,132.3000030517578,126.05818176269531,23700300
2017-04-04,131.9199981689453,132.52999877929688,131.8699951171875,132.50999450683594,126.25830841064453,13400000
2017-04-05,132.6999969482422,133.47999572753906,131.72000122070312,131.97000122070312,125.74375915527344,32011200
2017-04-06,132.10000610351562,132.38999938964844,131.6999969482422,132.0399932861328,125.81047058105469,18832200
2017-04-07,132.0,132.3699951171875,131.5,131.97000122070312,125.74375915527344,16743100
2017-04-10,132.10000610351562,132.57000732421875,131.66000366210938,132.02000427246094,125.7913589477539,15619300
2017-04-11,131.89999389648438,132.10000610351562,130.5,131.4499969482422,125.24828338623047,33778400
2017-04-12,131.42999267578125,131.5399932861328,130.77999877929688,130.9199981689453,124.74333953857422,15955200
2017-04-13,130.74000549316406,131.50999450683594,130.3800048828125,130.39999389648438,124.247802734375,23683000
2017-04-17,130.77000427246094,131.5,130.72000122070312,131.47999572753906,125.27689361572266,13325500
2017-04-18,131.0399932861328,131.66000366210938,130.9499969482422,131.27999877929688,125.08628845214844,12841100
